"MechanisticTarget","MT_NCIm_term","asid","aid","anm","acid","acnm","aeid","aenm"
"Cell Viability","Cell Viability Process",7,642,"TOX21_PR_BLA_Followup",2281,"TOX21_PR_BLA_Followup_Agonist_viability",2220,"TOX21_PR_BLA_Followup_Agonist_viability"
"Progesterone Receptor Modulation","Progesterone Metabolic Process",7,642,"TOX21_PR_BLA_Followup",2280,"TOX21_PR_BLA_Followup_Antagonist_ratio",2219,"TOX21_PR_BLA_Followup_Antagonist_ratio"
"Cell Viability","Cell Viability Process",7,642,"TOX21_PR_BLA_Followup",2282,"TOX21_PR_BLA_Followup_Antagonist_viability",2221,"TOX21_PR_BLA_Followup_Antagonist_viability"
"Progesterone Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",7,643,"TOX21_PR_LUC_Followup",2283,"TOX21_PR_LUC_Followup_Antagonist",2222,"TOX21_PR_LUC_Followup_Antagonist"
"Cell Viability","Cell Viability Process",7,643,"TOX21_PR_LUC_Followup",2285,"TOX21_PR_LUC_Followup_Antagonist_viability",2224,"TOX21_PR_LUC_Followup_Antagonist_viability"
"Progesterone Receptor Modulation","Progesterone Metabolic Process",7,643,"TOX21_PR_LUC_Followup",2284,"TOX21_PR_LUC_Followup_Agonist",2223,"TOX21_PR_LUC_Followup_Agonist"
"Cell Viability","Cell Viability Process",7,643,"TOX21_PR_LUC_Followup",2286,"TOX21_PR_LUC_Followup_Agonist_viability",2225,"TOX21_PR_LUC_Followup_Agonist_viability"
"Gene Expression Regulation, Xenobiotic Response",,7,670,"TOX21_PXR",2370,"TOX21_PXR_agonist",2363,"TOX21_PXR_agonist"
"Cell Viability","Cell Viability Process",7,670,"TOX21_PXR",2369,"TOX21_PXR_viability",2362,"TOX21_PXR_viability"
"Retinoic Acid Receptor Modulation","Gene Expression Regulation, Developmental Signaling",7,425,"TOX21_RAR_LUC_Agonist",1013,"TOX21_RAR_LUC_Agonist",1659,"TOX21_RAR_LUC_Agonist"
"Cell Viability","Cell Viability Process",7,425,"TOX21_RAR_LUC_Agonist",1014,"TOX21_RAR_LUC_Agonist_viability",1660,"TOX21_RAR_LUC_Agonist_viability"
"Retinoic Acid Receptor Modulation","Gene Expression Regulation, Developmental Signaling",7,450,"TOX21_RAR_LUC_Antagonist",1137,"TOX21_RAR_LUC_Antagonist",1839,"TOX21_RAR_LUC_Antagonist"
"Cell Viability","Cell Viability Process",7,450,"TOX21_RAR_LUC_Antagonist",1138,"TOX21_RAR_LUC_Antagonist_viability",1840,"TOX21_RAR_LUC_Antagonist_viability"
"RAR-related Orphan Receptor Modulation","Gene Expression Regulation, Other Transcription Factors",7,426,"TOX21_RORg_LUC_CHO_Antagonist",1015,"TOX21_RORg_LUC_CHO_Antagonist",1661,"TOX21_RORg_LUC_CHO_Antagonist"
"Cell Viability","Cell Viability Process",7,426,"TOX21_RORg_LUC_CHO_Antagonist",1016,"TOX21_RORg_LUC_CHO_Antagonist_viability",1662,"TOX21_RORg_LUC_CHO_Antagonist_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1956,"TOX21_RT_HEK293_FLO_00hr_viability",2074,"TOX21_RT_HEK293_FLO_00hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1957,"TOX21_RT_HEK293_FLO_08hr_viability",2075,"TOX21_RT_HEK293_FLO_08hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1959,"TOX21_RT_HEK293_FLO_16hr_viability",2077,"TOX21_RT_HEK293_FLO_16hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1960,"TOX21_RT_HEK293_FLO_24hr_viability",2078,"TOX21_RT_HEK293_FLO_24hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1962,"TOX21_RT_HEK293_FLO_32hr_viability",2080,"TOX21_RT_HEK293_FLO_32hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1964,"TOX21_RT_HEK293_FLO_40hr_viability",2082,"TOX21_RT_HEK293_FLO_40hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1966,"TOX21_RT_HEK293_GLO_00hr_viability",2084,"TOX21_RT_HEK293_GLO_00hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1968,"TOX21_RT_HEK293_GLO_08hr_viability",2086,"TOX21_RT_HEK293_GLO_08hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1970,"TOX21_RT_HEK293_GLO_16hr_viability",2088,"TOX21_RT_HEK293_GLO_16hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1971,"TOX21_RT_HEK293_GLO_24hr_viability",2089,"TOX21_RT_HEK293_GLO_24hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1973,"TOX21_RT_HEK293_GLO_32hr_viability",2091,"TOX21_RT_HEK293_GLO_32hr_viability"
"Cell Viability","Cell Viability Process",7,586,"TOX21_RT_HEK293",1975,"TOX21_RT_HEK293_GLO_40hr_viability",2093,"TOX21_RT_HEK293_GLO_40hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1976,"TOX21_RT_HEPG2_FLO_00hr_viability",2094,"TOX21_RT_HEPG2_FLO_00hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1977,"TOX21_RT_HEPG2_FLO_08hr_viability",2095,"TOX21_RT_HEPG2_FLO_08hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1978,"TOX21_RT_HEPG2_FLO_16hr_viability",2096,"TOX21_RT_HEPG2_FLO_16hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1979,"TOX21_RT_HEPG2_FLO_24hr_viability",2097,"TOX21_RT_HEPG2_FLO_24hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1980,"TOX21_RT_HEPG2_FLO_32hr_viability",2098,"TOX21_RT_HEPG2_FLO_32hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1981,"TOX21_RT_HEPG2_FLO_40hr_viability",2099,"TOX21_RT_HEPG2_FLO_40hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1982,"TOX21_RT_HEPG2_GLO_00hr_viability",2100,"TOX21_RT_HEPG2_GLO_00hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1983,"TOX21_RT_HEPG2_GLO_08hr_viability",2101,"TOX21_RT_HEPG2_GLO_08hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1984,"TOX21_RT_HEPG2_GLO_16hr_viability",2102,"TOX21_RT_HEPG2_GLO_16hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",2075,"TOX21_RT_HEPG2_GLO_24hr_viability",2213,"TOX21_RT_HEPG2_GLO_24hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1985,"TOX21_RT_HEPG2_GLO_32hr_viability",2103,"TOX21_RT_HEPG2_GLO_32hr_viability"
"Cell Viability","Cell Viability Process",7,587,"TOX21_RT_HEPG2",1987,"TOX21_RT_HEPG2_GLO_40hr_viability",2105,"TOX21_RT_HEPG2_GLO_40hr_viability"
"Retinoid X Receptor Modulation","Gene Expression Regulation, Developmental Signaling",7,442,"TOX21_RXR_BLA_Agonist",1124,"TOX21_RXR_BLA_Agonist_ratio",1820,"TOX21_RXR_BLA_Agonist_ratio"
"Cell Viability","Cell Viability Process",7,442,"TOX21_RXR_BLA_Agonist",1125,"TOX21_RXR_BLA_Agonist_viability",1821,"TOX21_RXR_BLA_Agonist_viability"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",7,680,"TOX21_SBE_BLA_Agonist",2383,"TOX21_SBE_BLA_Agonist_ratio",2376,"TOX21_SBE_BLA_Agonist_ratio"
"Cell Viability","Cell Viability Process",7,680,"TOX21_SBE_BLA_Agonist",2384,"TOX21_SBE_BLA_Agonist_viability",2377,"TOX21_SBE_BLA_Agonist_viability"
"Other Transcription Factors","Gene Expression Regulation, Other Transcription Factors",7,679,"TOX21_SBE_BLA_Antagonist",2379,"TOX21_SBE_BLA_Antagonist_ratio",2372,"TOX21_SBE_BLA_Antagonist_ratio"
"Cell Viability","Cell Viability Process",7,679,"TOX21_SBE_BLA_Antagonist",2380,"TOX21_SBE_BLA_Antagonist_viability",2373,"TOX21_SBE_BLA_Antagonist_viability"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",7,326,"TOX21_TR_LUC_GH3_Agonist",540,"TOX21_TR_LUC_GH3_Agonist",803,"TOX21_TR_LUC_GH3_Agonist"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",7,644,"TOX21_TR_LUC_GH3_Agonist_Followup",2287,"TOX21_TR_LUC_GH3_Agonist_Followup",2226,"TOX21_TR_LUC_GH3_Agonist_Followup"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",7,327,"TOX21_TR_LUC_GH3_Antagonist",541,"TOX21_TR_LUC_GH3_Antagonist",804,"TOX21_TR_LUC_GH3_Antagonist"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",7,645,"TOX21_TR_LUC_GH3_Antagonist_Followup",2288,"TOX21_TR_LUC_GH3_Antagonist_Followup",2227,"TOX21_TR_LUC_GH3_Antagonist_Followup"
"Cell Viability","Cell Viability Process",7,327,"TOX21_TR_LUC_GH3_Antagonist",542,"TOX21_TR_LUC_GH3_Antagonist_viability",805,"TOX21_TR_LUC_GH3_Antagonist_viability"
"Retinoid X Receptor Modulation","Gene Expression Regulation, Developmental Signaling",7,653,"TOX21_TR_RXR_BLA_Agonist_Followup",2314,"TOX21_TR_RXR_BLA_Agonist_Followup_ratio",2253,"TOX21_TR_RXR_BLA_Agonist_Followup_ratio"
"Cell Viability","Cell Viability Process",7,653,"TOX21_TR_RXR_BLA_Agonist_Followup",2315,"TOX21_TR_RXR_BLA_Agonist_Followup_viability",2254,"TOX21_TR_RXR_BLA_Agonist_Followup_viability"
"Retinoid X Receptor Modulation","Gene Expression Regulation, Developmental Signaling",7,654,"TOX21_TR_RXR_BLA_Antagonist_Followup",2318,"TOX21_TR_RXR_BLA_Antagonist_Followup_ratio",2257,"TOX21_TR_RXR_BLA_Antagonist_Followup_ratio"
"Cell Viability","Cell Viability Process",7,654,"TOX21_TR_RXR_BLA_Antagonist_Followup",2319,"TOX21_TR_RXR_BLA_Antagonist_Followup_viability",2258,"TOX21_TR_RXR_BLA_Antagonist_Followup_viability"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",7,646,"TOX21_TRA_COA_Agonist_Followup",2291,"TOX21_TRA_COA_Agonist_Followup_ratio",2230,"TOX21_TRA_COA_Agonist_Followup_ratio"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",7,647,"TOX21_TRA_COA_Antagonist_Followup",2294,"TOX21_TRA_COA_Antagonist_Followup_ratio",2233,"TOX21_TRA_COA_Antagonist_Followup_ratio"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",7,648,"TOX21_TRB_BLA_Agonist_Followup",2297,"TOX21_TRB_BLA_Agonist_Followup_ratio",2236,"TOX21_TRB_BLA_Agonist_Followup_ratio"
"Cell Viability","Cell Viability Process",7,648,"TOX21_TRB_BLA_Agonist_Followup",2298,"TOX21_TRB_BLA_Agonist_Followup_viability",2237,"TOX21_TRB_BLA_Agonist_Followup_viability"
"Thyroid Receptor Modulation","Thyroid Receptor Modulation",7,649,"TOX21_TRB_BLA_Antagonist_Followup",2301,"TOX21_TRB_BLA_Antagonist_Followup_ratio",2240,"TOX21_TRB_BLA_Antagonist_Followup_ratio"
"Cell Viability","Cell Viability Process",7,649,"TOX21_TRB_BLA_Antagonist_Followup",2302,"TOX21_TRB_BLA_Antagonist_Followup_viability",2241,"TOX21_TRB_BLA_Antagonist_Followup_viability"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",7,650,"TOX21_TRB_COA_Agonist_Followup",2305,"TOX21_TRB_COA_Agonist_Followup_ratio",2244,"TOX21_TRB_COA_Agonist_Followup_ratio"
"Thyroid Receptor Modulation","Gene Expression Regulation, Thyroid Signaling",7,651,"TOX21_TRB_COA_Antagonist_Followup",2308,"TOX21_TRB_COA_Antagonist_Followup_ratio",2247,"TOX21_TRB_COA_Antagonist_Followup_ratio"
"Receptors, Thyrotropin-Releasing Hormone","Thyrotropin-Releasing Hormone Receptor Activity",7,671,"TOX21_TRHR_HEK293",2371,"TOX21_TRHR_HEK293_agonist",2364,"TOX21_TRHR_HEK293_agonist"
"Receptors, Thyrotropin-Releasing Hormone","Thyrotropin-Releasing Hormone Receptor Activity",7,671,"TOX21_TRHR_HEK293",2372,"TOX21_TRHR_HEK293_antagonist",2365,"TOX21_TRHR_HEK293_antagonist"
"Vitamin D Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",7,380,"TOX21_VDR_BLA_Agonist",718,"TOX21_VDR_BLA_Agonist_ratio",1131,"TOX21_VDR_BLA_Agonist_ratio"
"Cell Viability","Cell Viability Process",7,380,"TOX21_VDR_BLA_Agonist",906,"TOX21_VDR_BLA_Agonist_viability",1331,"TOX21_VDR_BLA_Agonist_viability"
"Vitamin D Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",7,381,"TOX21_VDR_BLA_Antagonist",719,"TOX21_VDR_BLA_Antagonist_ratio",1132,"TOX21_VDR_BLA_Antagonist_ratio"
"Cell Viability","Cell Viability Process",7,381,"TOX21_VDR_BLA_Antagonist",720,"TOX21_VDR_BLA_Antagonist_viability",1133,"TOX21_VDR_BLA_Antagonist_viability"
"Androgen Receptor Modulation","Androgen Metabolic Process",25,681,"UPITT_AR_TIF2_PPIB",2394,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Agonist",2387,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Agonist"
"Androgen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",25,681,"UPITT_AR_TIF2_PPIB",2393,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Antagonist",2386,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Antagonist"
"Androgen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",25,681,"UPITT_AR_TIF2_PPIB",2398,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Agonist",2391,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Agonist"
"Androgen Receptor Modulation","Gene Expression Regulation, Steroid Hormone Nuclear Receptor",25,681,"UPITT_AR_TIF2_PPIB",2397,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Antagonist",2390,"UPITT_HCI_U2OS_AR_TIF2_Nucleoli_Cytoplasm_Ratio_Antagonist"
,,1,545,"ACEA_SERM_Agonist_ECC-1_72hr",1832,"ACEA_SERM_Agonist_ECC-1_72hr",1907,"ACEA_SERM_Agonist_ECC-1_72hr"
,,1,546,"ACEA_SERM_Agonist_Ishikawa_72hr",1833,"ACEA_SERM_Agonist_Ishikawa_72hr",1908,"ACEA_SERM_Agonist_Ishikawa_72hr"
,,1,547,"ACEA_SERM_Agonist_LNCaP_72hr",1834,"ACEA_SERM_Agonist_LNCaP_72hr",1909,"ACEA_SERM_Agonist_LNCaP_72hr"
,,1,548,"ACEA_SERM_Antagonist_ECC-1_72hr",1835,"ACEA_SERM_Antagonist_ECC-1_72hr",1910,"ACEA_SERM_Antagonist_ECC-1_72hr"
,,1,549,"ACEA_SERM_Antagonist_Ishikawa_72hr",1836,"ACEA_SERM_Antagonist_Ishikawa_72hr",1911,"ACEA_SERM_Antagonist_Ishikawa_72hr"
,,1,550,"ACEA_SERM_Antagonist_LNCaP_72hr",1837,"ACEA_SERM_Antagonist_LNCaP_72hr",1912,"ACEA_SERM_Antagonist_LNCaP_72hr"
,,1,551,"ACEA_HuRELrat_AUC_Con_309h",1852,"ACEA_HuRELrat_AUC_Con_309h",2259,"ACEA_HuRELrat_AUC_Con_309h"
,,1,552,"ACEA_HuRELrat_AUC_ABT_309h",1850,"ACEA_HuRELrat_AUC_ABT_309h",2260,"ACEA_HuRELrat_AUC_ABT_309h"
,,1,553,"HuRELmouseFibroblast_AUC_Con_309h",1854,"HuRELmouseFibroblast_AUC_Con_309h",2261,"HuRELmouseFibroblast_AUC_Con_309h"
,,1,554,"ACEA_HuRELhumanA_AUC_Con_309h",1840,"ACEA_HuRELhumanA_AUC_Con_309h",2262,"ACEA_HuRELhumanA_AUC_Con_309h"
,,1,555,"ACEA_HuRELhumanA_AUC_ABT_309h",1838,"ACEA_HuRELhumanA_AUC_ABT_309h",2263,"ACEA_HuRELhumanA_AUC_ABT_309h"
,,1,556,"ACEA_HuRELhumanB_AUC_Con_309h",1844,"ACEA_HuRELhumanB_AUC_Con_309h",2264,"ACEA_HuRELhumanB_AUC_Con_309h"
,,1,557,"ACEA_HuRELhumanB_AUC_ABT_309h",1842,"ACEA_HuRELhumanB_AUC_ABT_309h",2265,"ACEA_HuRELhumanB_AUC_ABT_309h"
,,1,558,"ACEA_HuRELhumanC_AUC_Con_309h",1848,"ACEA_HuRELhumanC_AUC_Con_309h",2266,"ACEA_HuRELhumanC_AUC_Con_309h"
,,1,559,"ACEA_HuRELhumanC_AUC_ABT_309h",1846,"ACEA_HuRELhumanC_AUC_ABT_309h",2267,"ACEA_HuRELhumanC_AUC_ABT_309h"
,,1,560,"ACEA_HuRELrat_AUC_Con_48h",1853,"ACEA_HuRELrat_AUC_Con_48h",2268,"ACEA_HuRELrat_AUC_Con_48h"
,,1,561,"ACEA_HuRELrat_AUC_ABT_48h",1851,"ACEA_HuRELrat_AUC_ABT_48h",2269,"ACEA_HuRELrat_AUC_ABT_48h"
,,1,562,"HuRELmouseFibroblast_AUC_Con_48h",1855,"HuRELmouseFibroblast_AUC_Con_48h",2270,"HuRELmouseFibroblast_AUC_Con_48h"
,,1,563,"ACEA_HuRELhumanA_AUC_Con_48h",1841,"ACEA_HuRELhumanA_AUC_Con_48h",2271,"ACEA_HuRELhumanA_AUC_Con_48h"
,,1,564,"ACEA_HuRELhumanA_AUC_ABT_48h",1839,"ACEA_HuRELhumanA_AUC_ABT_48h",2272,"ACEA_HuRELhumanA_AUC_ABT_48h"
,,1,565,"ACEA_HuRELhumanB_AUC_Con_48h",1845,"ACEA_HuRELhumanB_AUC_Con_48h",2273,"ACEA_HuRELhumanB_AUC_Con_48h"
,,1,566,"ACEA_HuRELhumanB_AUC_ABT_48h",1843,"ACEA_HuRELhumanB_AUC_ABT_48h",2274,"ACEA_HuRELhumanB_AUC_ABT_48h"
,,1,567,"ACEA_HuRELhumanC_AUC_Con_48h",1849,"ACEA_HuRELhumanC_AUC_Con_48h",2275,"ACEA_HuRELhumanC_AUC_Con_48h"
,,1,568,"ACEA_HuRELhumanC_AUC_ABT_48h",1847,"ACEA_HuRELhumanC_AUC_ABT_48h",2276,"ACEA_HuRELhumanC_AUC_ABT_48h"
,,2,2,"APR_HepG2_1hr",9,"APR_HepG2_P-H2AX_1hr",18,"APR_HepG2_P-H2AX_1hr"
,,2,3,"APR_HepG2_24hr",19,"APR_HepG2_P-H2AX_24hr",38,"APR_HepG2_P-H2AX_24hr"
,,2,4,"APR_HepG2_72hr",29,"APR_HepG2_P-H2AX_72hr",58,"APR_HepG2_P-H2AX_72hr"
,,2,383,"APR_Hepat_1hr",723,"APR_Hepat_Apoptosis_1hr",1138,"APR_Hepat_Apoptosis_1hr"
,,2,383,"APR_Hepat_1hr",724,"APR_Hepat_CellLoss_1hr",1140,"APR_Hepat_CellLoss_1hr"
,,2,383,"APR_Hepat_1hr",725,"APR_Hepat_DNADamage_1hr",1142,"APR_Hepat_DNADamage_1hr"
,,2,383,"APR_Hepat_1hr",726,"APR_Hepat_DNATexture_1hr",1144,"APR_Hepat_DNATexture_1hr"
,,2,383,"APR_Hepat_1hr",727,"APR_Hepat_LysosomalMass_1hr",1146,"APR_Hepat_LysosomalMass_1hr"
,,2,383,"APR_Hepat_1hr",728,"APR_Hepat_MitoFxnI_1hr_percHIGH",1148,"APR_Hepat_MitoFxnI_1hr_percHIGH"
,,2,383,"APR_Hepat_1hr",729,"APR_Hepat_NuclearSize_1hr",1150,"APR_Hepat_NuclearSize_1hr"
,,2,383,"APR_Hepat_1hr",730,"APR_Hepat_Steatosis_1hr",1152,"APR_Hepat_Steatosis_1hr"
,,2,384,"APR_Hepat_24hr",731,"APR_Hepat_Apoptosis_24hr",1154,"APR_Hepat_Apoptosis_24hr"
,,2,384,"APR_Hepat_24hr",732,"APR_Hepat_CellLoss_24hr",1156,"APR_Hepat_CellLoss_24hr"
,,2,384,"APR_Hepat_24hr",733,"APR_Hepat_DNADamage_24hr",1158,"APR_Hepat_DNADamage_24hr"
,,2,384,"APR_Hepat_24hr",734,"APR_Hepat_DNATexture_24hr",1160,"APR_Hepat_DNATexture_24hr"
,,2,384,"APR_Hepat_24hr",735,"APR_Hepat_LysosomalMass_24hr",1162,"APR_Hepat_LysosomalMass_24hr"
,,2,384,"APR_Hepat_24hr",736,"APR_Hepat_MitoFxnI_24hr_percHIGH",1164,"APR_Hepat_MitoFxnI_24hr_percHIGH"
,,2,384,"APR_Hepat_24hr",737,"APR_Hepat_NuclearSize_24hr",1166,"APR_Hepat_NuclearSize_24hr"
,,2,384,"APR_Hepat_24hr",738,"APR_Hepat_Steatosis_24hr",1168,"APR_Hepat_Steatosis_24hr"
,,2,385,"APR_Hepat_48hr",739,"APR_Hepat_Apoptosis_48hr",1170,"APR_Hepat_Apoptosis_48hr"
,,2,385,"APR_Hepat_48hr",740,"APR_Hepat_CellLoss_48hr",1172,"APR_Hepat_CellLoss_48hr"
,,2,385,"APR_Hepat_48hr",741,"APR_Hepat_DNADamage_48hr",1174,"APR_Hepat_DNADamage_48hr"
,,2,385,"APR_Hepat_48hr",742,"APR_Hepat_DNATexture_48hr",1176,"APR_Hepat_DNATexture_48hr"
,,2,385,"APR_Hepat_48hr",743,"APR_Hepat_LysosomalMass_48hr",1178,"APR_Hepat_LysosomalMass_48hr"
,,2,385,"APR_Hepat_48hr",744,"APR_Hepat_MitoFxnI_48hr_percHIGH",1180,"APR_Hepat_MitoFxnI_48hr_percHIGH"
,,2,385,"APR_Hepat_48hr",745,"APR_Hepat_NuclearSize_48hr",1182,"APR_Hepat_NuclearSize_48hr"
,,2,385,"APR_Hepat_48hr",746,"APR_Hepat_Steatosis_48hr",1184,"APR_Hepat_Steatosis_48hr"
,,2,383,"APR_Hepat_1hr",886,"APR_Hepat_MitoFxnI_1hr_MEAN",1332,"APR_Hepat_MitoFxnI_1hr_MEAN"
,,2,384,"APR_Hepat_24hr",887,"APR_Hepat_MitoFxnI_24hr_MEAN",1333,"APR_Hepat_MitoFxnI_24hr_MEAN"
,,2,385,"APR_Hepat_48hr",888,"APR_Hepat_MitoFxnI_48hr_MEAN",1334,"APR_Hepat_MitoFxnI_48hr_MEAN"
,,2,385,"APR_Hepat_48hr",889,"APR_Hepat_Steatosis_48hr_TotalArea",1335,"APR_Hepat_Steatosis_48hr_TotalArea"
,,3,5,"ATG_CIS",37,"ATG_CMV_CIS",68,"ATG_CMV_CIS"
,,3,5,"ATG_CIS",56,"ATG_M_06_CIS",87,"ATG_M_06_CIS"
,,3,5,"ATG_CIS",57,"ATG_M_19_CIS",88,"ATG_M_19_CIS"
,,3,5,"ATG_CIS",58,"ATG_M_32_CIS",89,"ATG_M_32_CIS"
,,3,5,"ATG_CIS",59,"ATG_M_61_CIS",90,"ATG_M_61_CIS"
,,3,5,"ATG_CIS",78,"ATG_TA_CIS",109,"ATG_TA_CIS"
,,3,5,"ATG_CIS",79,"ATG_TAL_CIS",110,"ATG_TAL_CIS"
,,3,6,"ATG_TRANS",90,"ATG_GAL4_TRANS",121,"ATG_GAL4_TRANS"
,,3,6,"ATG_TRANS",93,"ATG_Hpa5_TRANS",124,"ATG_Hpa5_TRANS"
,,3,6,"ATG_TRANS",96,"ATG_M_06_TRANS",127,"ATG_M_06_TRANS"
,,3,6,"ATG_TRANS",97,"ATG_M_19_TRANS",128,"ATG_M_19_TRANS"
,,3,6,"ATG_TRANS",98,"ATG_M_32_TRANS",129,"ATG_M_32_TRANS"
,,3,6,"ATG_TRANS",99,"ATG_M_61_TRANS",130,"ATG_M_61_TRANS"
,,3,569,"ATG_XSP1_multi-species_TRANS",1870,"ATG_GAL4_XSP1",1941,"ATG_GAL4_XSP1"
,,3,569,"ATG_XSP1_multi-species_TRANS",1871,"ATG_M_06_XSP1",1943,"ATG_M_06_XSP1"
,,3,569,"ATG_XSP1_multi-species_TRANS",1872,"ATG_M_19_XSP1",1945,"ATG_M_19_XSP1"
,,3,569,"ATG_XSP1_multi-species_TRANS",1873,"ATG_M_32_XSP1",1947,"ATG_M_32_XSP1"
,,3,569,"ATG_XSP1_multi-species_TRANS",1874,"ATG_M_61_XSP1",1949,"ATG_M_61_XSP1"
,,3,571,"ATG_XSP2_multi-species_TRANS",1886,"ATG_M_06_XSP2",1973,"ATG_M_06_XSP2"
,,3,571,"ATG_XSP2_multi-species_TRANS",1890,"ATG_GAL4_XSP2",1981,"ATG_GAL4_XSP2"
,,3,571,"ATG_XSP2_multi-species_TRANS",1901,"ATG_M_19_XSP2",2003,"ATG_M_19_XSP2"
,,3,571,"ATG_XSP2_multi-species_TRANS",1902,"ATG_M_32_XSP2",2005,"ATG_M_32_XSP2"
,,3,571,"ATG_XSP2_multi-species_TRANS",1911,"ATG_M_61_XSP2",2023,"ATG_M_61_XSP2"
,,3,430,"ATG_GPCR_TRANS",2431,"ATG_GPCR_M_06_TRANS",2424,"ATG_GPCR_M_06_TRANS"
,,3,430,"ATG_GPCR_TRANS",2432,"ATG_GPCR_CHRM1_TRANS",2426,"ATG_GPCR_CHRM1_TRANS"
,,3,430,"ATG_GPCR_TRANS",2433,"ATG_GPCR_PTGER2_TRANS",2428,"ATG_GPCR_PTGER2_TRANS"
,,3,430,"ATG_GPCR_TRANS",2434,"ATG_GPCR_ADRB1_TRANS",2430,"ATG_GPCR_ADRB1_TRANS"
,,3,430,"ATG_GPCR_TRANS",2435,"ATG_GPCR_HTR2B_TRANS",2432,"ATG_GPCR_HTR2B_TRANS"
,,3,430,"ATG_GPCR_TRANS",2436,"ATG_GPCR_M_19_TRANS",2434,"ATG_GPCR_M_19_TRANS"
,,3,430,"ATG_GPCR_TRANS",2437,"ATG_GPCR_MC5R_TRANS",2436,"ATG_GPCR_MC5R_TRANS"
,,3,430,"ATG_GPCR_TRANS",2438,"ATG_GPCR_M_32_TRANS",2438,"ATG_GPCR_M_32_TRANS"
,,3,430,"ATG_GPCR_TRANS",2439,"ATG_GPCR_M_61_TRANS",2440,"ATG_GPCR_M_61_TRANS"
,,3,876,"ATG_EcoTox2",2860,"ATG_frGR_EcoTox2",3099,"ATG_frGR_EcoTox2"
,,3,876,"ATG_EcoTox2",2861,"ATG_rtGR_EcoTox2",3101,"ATG_rtGR_EcoTox2"
,,3,876,"ATG_EcoTox2",2862,"ATG_jmGR_EcoTox2",3103,"ATG_jmGR_EcoTox2"
,,3,876,"ATG_EcoTox2",2863,"ATG_zfGR_EcoTox2",3105,"ATG_zfGR_EcoTox2"
,,3,876,"ATG_EcoTox2",2864,"ATG_hPPARa_EcoTox2",3107,"ATG_hPPARa_EcoTox2"
